,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_end,pos
278,553922.7308,5645459.608,12.183625547386779,24.779133545659917,44.27840108502805,65.45547852742895,85.26148987650974,102.26610302589222,115.98166712185494,126.42041951061472,133.8147578321121,138.517655416037,140.8732448433805,141.2299809172138,139.88440255666768,137.1134196515569,133.14946662351417,128.19319113102125,122.41451734911391,115.95104652256622,108.9192134169597,101.4216286480336,70.75035636
279,553922.8832,5645459.379,12.264220182050135,24.76688337813688,44.23149611820233,65.46540995891843,85.40687095711391,102.5877276651953,116.50339803811276,127.13524268295461,134.71531426513673,139.56417867545542,142.03518439103388,142.46230457341278,141.16285052437982,138.40158054392063,134.4169617093335,129.41056531056847,123.5526306277491,116.98936755520901,109.84258088089284,102.22036952793788,71.02543227
280,553923.0352,5645459.154,12.100522344913845,24.450941139725344,43.79388272322985,64.99732621365807,84.99518913838052,102.30426331462833,116.38576626767203,127.20881844035864,134.97981278829982,140.017747539388,142.65679192307698,143.23226236543104,142.05252199310738,139.39125213311712,135.4886967054203,130.54588500113388,124.73503250081987,118.19191485443592,111.04852235551958,103.41037536718522,71.29696312
281,553923.1342,5645459.008,11.937909815539607,24.144255314087907,43.36920124482314,64.5348068029073,84.56530520534346,101.97210279201911,116.1875343282246,127.15706696683694,135.079696551864,140.266758145675,143.0510649814138,143.75383059816838,142.68285722487633,140.1062124494982,136.26928464027043,131.37787037116186,125.61210365625585,119.10316366886123,111.98644866539526,104.37447351149771,71.47336323
282,553923.3057,5645458.758,10.566655105509637,23.10644544546367,42.74366316954234,64.28384273434165,84.6259240393786,102.26987402505982,116.66559018666995,127.76203955876103,135.76687299350533,140.99356971921006,143.789745937352,144.49352382249123,143.40377031058034,140.80220158996698,136.92081711577933,131.97803193819948,126.14523942616772,119.57884250411537,112.39668787285336,104.70397288271172,71.77653356
283,553923.4461,5645458.555,9.730554661728535,22.410220131369115,42.25528320956734,64.02631042133264,84.58603531507045,102.41112709896268,116.94098292887739,128.13814980935342,136.20594566461529,141.46307930004662,144.2583655311318,144.9303076592631,143.79251583463017,141.12335309489927,137.16733357471145,132.13089388710108,126.18819364836769,119.49724305332602,112.18336174220228,104.3573881333251,72.02335569
284,553923.5721,5645458.374,8.89062311371039,21.63968268621289,41.597185612453885,63.48934377582032,84.17168501895057,102.11661348739418,116.75388221045023,128.03625617697386,136.16718239260496,141.46547441422135,144.28276874749014,144.96798430493183,143.82748721211118,141.13701295570309,137.14729917702167,132.06461580224638,126.07817509084599,119.33521886887058,111.95833388461587,104.06424671646903,72.24389366
285,553923.7388,5645458.135,7.520848880788256,20.34049308873159,40.4303475048617,62.49725780110652,83.36891277112345,101.49670442482412,116.30110317719293,127.72683015807988,135.97948565690618,141.37435981540796,144.2616163801848,144.9866036103196,143.86509594386646,141.17848698536477,137.17201869037146,132.05975366848494,126.02140852446952,119.21556168260354,111.76880340238732,103.79458907075889,72.53528668
286,553923.8417,5645457.988,7.73781688973433,20.121054380022084,39.669835662994565,61.270906921023204,81.80756295030704,99.73427809257423,114.4553411206461,125.89270740583754,134.2290000282507,139.7618095523979,142.8279435228704,143.75884552531562,142.8666103179658,140.42270759322022,136.67267200857955,131.8218280297599,126.0505690530214,119.50653034861186,112.32335339495503,104.61385813297885,72.71472305
287,553924.0138,5645457.742,8.028007175972567,20.357300916885286,39.644154721531386,60.86021304376156,80.98723486989545,98.54332508230597,112.96545948492246,124.18675017226325,132.3930366924086,137.88645940289757,140.99575387524163,142.04420263451533,141.32792529827708,139.11847230652978,135.64533954224265,131.11323350149212,125.69434898000365,119.53466834411138,112.76699594212019,105.49019225073216,73.01494698
288,553924.1577,5645457.536,10.608950994177349,22.505093600164443,41.027940812241035,61.33921454677558,80.5654908134031,97.31310737497263,111.06720950167484,121.78506233934618,129.65291629448024,134.96236153240034,138.02959281808842,139.16568497750467,138.6512217443224,136.74213986474928,133.65992007498562,129.59466452425752,124.70269238589306,119.12493730159231,112.97393824209149,106.3519904427499,73.26623011
289,553924.3154,5645457.31,12.906769435669531,24.676608777314325,42.88849891838126,62.74070841005593,81.42911326298471,97.63009250899779,110.87491714610157,121.15087950633792,128.65835572786492,133.6994447167448,136.58686253330853,137.62871671251082,137.09233965738252,135.22638275504443,132.24404587770726,128.33423624997545,123.64694989495207,118.31289576415567,112.4479462314382,106.13711464903909,73.54181184
290,553924.4514,5645457.115,15.048937395336454,26.82721758749253,44.94135638184382,64.57613698595017,82.95800575052934,98.80230520200656,111.67805427293355,121.59720549159859,128.78082475271802,133.5301276505425,136.16513927059694,136.98790417548955,136.27646570946484,134.27090690021714,131.1830493410436,127.19192144620172,122.45130464042327,117.0889209028619,111.21548507870688,104.9167393316904,73.7795533
291,553924.5519,5645456.971,15.320705519124639,27.826112643508775,46.71509480339334,66.9064738529828,85.58596968361172,101.49553593858103,114.26124358583589,123.94317999150498,130.80809088111727,135.1870175296368,137.41701878238462,137.8223593658844,136.687595615735,134.26280093042212,130.7693697411515,126.37892587861303,121.25326576444915,115.51650789210137,109.281665808542,102.6366728499726,73.95515583
