x,y,z,t,pos,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph
553900.6534,5645491.8,27.3887549,43012.7,31.71208646,14.83393959,7.29451783,33.72055572,14.8104646,46.09337666,27.40136823,0.882913708,0.806558303,0.87246614,0.047703351,1.222891396,-2.683997398
553900.8093,5645491.577,27.4110368,43012.6,31.98417801,14.83393959,7.19451783,34.02055572,14.7104646,46.09337666,27.40136823,0.882913708,0.806558303,0.87246614,0.047703351,1.222891396,-2.683997398
553900.9563,5645491.367,27.4216224,43012.5,32.24051567,15.03393959,7.09451783,34.32055572,14.6104646,46.09337666,27.20136823,0.882913708,0.806558303,0.87246614,0.047703351,1.242891396,-2.703997398
553901.1044,5645491.155,27.4318496,43012.4,32.49912273,15.33393959,6.99451783,34.32055572,14.5104646,46.49337666,27.20136823,0.882913708,0.806558303,0.87246614,0.037703351,1.252891396,-2.703997398
553901.2385,5645490.963,27.4402629,43012.3,32.73331669,15.43393959,6.89451783,34.32055572,14.5104646,46.89337666,27.00136823,0.882913708,0.806558303,0.88246614,0.037703351,1.252891396,-2.713997398
553901.405,5645490.725,27.4510099,43012.19,33.02377538,15.43393959,6.89451783,34.52055572,14.5104646,46.89337666,26.90136823,0.882913708,0.806558303,0.88246614,0.047703351,1.272891396,-2.713997398
553901.5062,5645490.581,27.4644703,43012.11,33.19977947,15.53393959,6.89451783,34.82055572,14.6104646,46.59337666,26.90136823,0.882913708,0.806558303,0.88246614,0.047703351,1.282891396,-2.703997398
553901.5683,5645490.492,27.4644703,43012.06,33.30830324,15.53393959,6.89451783,34.82055572,14.6104646,46.19337666,26.90136823,0.882913708,0.806558303,0.88246614,0.047703351,1.272891396,-2.703997398
553901.7636,5645490.214,27.4823217,43011.94,33.6480474,16.13393959,6.99451783,34.82055572,14.6104646,46.19337666,26.90136823,0.892913708,0.806558303,0.88246614,0.047703351,1.262891396,-2.673997398
553901.9135,5645490,27.4956247,43011.83,33.90932505,16.33393959,7.09451783,35.02055572,14.6104646,47.09337666,27.00136823,0.882913708,0.806558303,0.88246614,0.037703351,1.262891396,-2.673997398
553902.0434,5645489.814,27.4956247,43011.73,34.13619508,16.33393959,7.09451783,35.52055572,14.7104646,47.09337666,27.00136823,0.882913708,0.806558303,0.88246614,0.027703351,1.262891396,-2.713997398
553902.2029,5645489.587,27.5221288,43011.62,34.4136284,16.43393959,7.09451783,36.02055572,14.9104646,47.69337666,26.80136823,0.892913708,0.806558303,0.88246614,0.027703351,1.272891396,-2.763997398
553902.364,5645489.358,27.5221288,43011.52,34.69361806,16.63393959,7.19451783,36.42055572,15.1104646,48.19337666,26.70136823,0.892913708,0.806558303,0.88246614,0.027703351,1.262891396,-2.783997398
553902.4939,5645489.173,27.5221288,43011.42,34.91966896,16.93393959,7.29451783,36.72055572,15.4104646,48.69337666,27.00136823,0.882913708,0.806558303,0.89246614,0.037703351,1.252891396,-2.763997398
553902.6258,5645488.986,27.5221288,43011.32,35.14850648,17.13393959,7.29451783,37.12055572,15.5104646,49.29337666,27.50136823,0.882913708,0.796558303,0.89246614,0.037703351,1.262891396,-2.743997398
553902.8025,5645488.735,27.4645152,43011.22,35.45546558,17.43393959,7.29451783,37.62055572,15.5104646,49.69337666,27.70136823,0.882913708,0.796558303,0.89246614,0.037703351,1.282891396,-2.733997398
553902.9397,5645488.54,27.4768192,43011.12,35.69389553,17.63393959,7.39451783,37.92055572,15.6104646,50.19337666,27.80136823,0.882913708,0.806558303,0.88246614,0.037703351,1.322891396,-2.743997398
553903.0681,5645488.358,27.4910432,43011.03,35.91662981,17.63393959,7.39451783,38.22055572,15.8104646,50.79337666,28.00136823,0.882913708,0.806558303,0.88246614,0.047703351,1.342891396,-2.743997398
553903.3162,5645488.007,27.55,43010.86,36.34646072,18.13393959,7.79451783,38.62055572,16.1104646,51.49337666,28.80136823,0.882913708,0.806558303,0.88246614,0.057703351,1.292891396,-2.663997398
553903.4443,5645487.826,27.55,43010.78,36.56820519,18.33393959,7.89451783,38.92055572,16.2104646,51.49337666,28.80136823,0.882913708,0.806558303,0.88246614,0.067703351,1.272891396,-2.663997398
553903.5295,5645487.705,27.55,43010.72,36.71619181,18.43393959,8.09451783,39.12055572,16.3104646,51.49337666,29.00136823,0.892913708,0.806558303,0.87246614,0.057703351,1.272891396,-2.623997398
553903.5825,5645487.63,27.55,43010.68,36.80802862,18.53393959,8.19451783,39.32055572,16.5104646,51.49337666,29.00136823,0.892913708,0.796558303,0.87246614,0.047703351,1.272891396,-2.623997398
553903.6261,5645487.568,27.55,43010.65,36.88382414,18.63393959,8.29451783,39.62055572,16.5104646,51.49337666,29.00136823,0.892913708,0.796558303,0.87246614,0.047703351,1.272891396,-2.623997398
553903.6752,5645487.499,27.55,43010.62,36.96851068,18.63393959,8.29451783,39.92055572,16.8104646,51.69337666,29.00136823,0.892913708,0.796558303,0.88246614,0.027703351,1.272891396,-2.613997398
553903.7363,5645487.412,27.55,43010.59,37.07482253,18.93393959,8.19451783,40.22055572,17.0104646,51.69337666,29.00136823,0.892913708,0.796558303,0.88246614,0.007703351,1.272891396,-2.613997398
553903.8701,5645487.223,27.55,43010.49,37.30638989,19.03393959,8.19451783,40.52055572,16.9104646,52.49337666,29.20136823,0.892913708,0.796558303,0.88246614,0.017703351,1.282891396,-2.703997398
553904.021,5645487.009,27.55,43010.4,37.56824254,19.13393959,8.19451783,40.92055572,16.7104646,54.09337666,30.20136823,0.892913708,0.796558303,0.88246614,0.017703351,1.312891396,-2.843997398
553904.1321,5645486.851,27.55,43010.32,37.76139328,19.23393959,8.19451783,41.32055572,16.5104646,54.89337666,30.20136823,0.892913708,0.796558303,0.87246614,0.017703351,1.302891396,-2.833997398
553904.2459,5645486.69,27.55,43010.24,37.95855169,20.13393959,8.19451783,41.72055572,16.3104646,55.89337666,30.00136823,0.892913708,0.796558303,0.88246614,0.017703351,1.302891396,-2.833997398
553904.3721,5645486.51,27.55,43010.16,38.17838445,21.03393959,8.19451783,42.42055572,16.3104646,57.19337666,30.40136823,0.882913708,0.796558303,0.89246614,0.007703351,1.302891396,-2.853997398
553904.4829,5645486.353,27.55,43010.09,38.3705449,21.43393959,8.09451783,43.32055572,16.4104646,58.29337666,31.10136823,0.882913708,0.796558303,0.89246614,0.007703351,1.302891396,-2.883997398
553904.5947,5645486.194,27.5518176,43010.02,38.5649163,23.03393959,8.09451783,44.12055572,16.7104646,59.39337666,31.60136823,0.882913708,0.796558303,0.88246614,0.017703351,1.302891396,-2.903997398
553904.643,5645486.125,27.5518176,43009.99,38.64914153,23.03393959,8.09451783,44.82055572,16.7104646,59.39337666,32.20136823,0.882913708,0.796558303,0.88246614,0.017703351,1.302891396,-2.923997398
553904.7569,5645485.963,27.5518176,43009.92,38.84717489,25.43393959,8.09451783,45.72055572,17.4104646,60.69337666,36.90136823,0.882913708,0.806558303,0.89246614,0.027703351,1.292891396,-2.813997398
553904.839,5645485.846,27.5576874,43009.87,38.99010638,26.83393959,8.19451783,46.92055572,17.4104646,60.69337666,36.90136823,0.882913708,0.806558303,0.89246614,0.027703351,1.292891396,-2.813997398
553904.9216,5645485.729,27.5576874,43009.82,39.13332565,28.33393959,8.49451783,48.32055572,18.8104646,62.39337666,39.30136823,0.882913708,0.806558303,0.89246614,0.027703351,1.302891396,-2.823997398
553905.0046,5645485.61,27.5691296,43009.77,39.27841183,28.33393959,8.89451783,49.92055572,19.8104646,64.09337666,41.70136823,0.882913708,0.806558303,0.88246614,0.027703351,1.312891396,-2.833997398
553905.0712,5645485.516,27.5691296,43009.73,39.39361409,28.33393959,9.59451783,51.72055572,19.8104646,65.59337666,44.40136823,0.882913708,0.806558303,0.88246614,0.027703351,1.302891396,-2.823997398
553905.1379,5645485.42,27.5823456,43009.69,39.51051101,28.33393959,11.69451783,53.62055572,23.7104646,65.59337666,47.10136823,0.882913708,0.816558303,0.88246614,0.047703351,1.302891396,-2.773997398
553905.188,5645485.349,27.5823456,43009.66,39.59740755,28.33393959,11.69451783,55.42055572,23.7104646,66.69337666,49.50136823,0.882913708,0.816558303,0.88246614,0.047703351,1.302891396,-2.683997398
553905.2381,5645485.278,27.5823456,43009.63,39.6843041,28.33393959,11.69451783,57.02055572,26.3104646,67.29337666,49.50136823,0.882913708,0.816558303,0.87246614,0.057703351,1.302891396,-2.683997398
553905.5871,5645484.78,27.6118976,43009.42,40.29242004,21.32345665,11.69451783,58.82055572,31.3104646,64.99337666,54.80136823,0.892421675,0.816558303,0.87246614,0.077703351,1.342891396,-2.543997398
553906.9915,5645482.768,27.65,43008.55,42.74608737,32.23393959,14.19451783,61.22055572,33.3104646,68.14460698,56.59414376,0.882913708,0.806558303,0.87246614,0.077703351,1.360472115,-2.619449398
553907.1522,5645482.536,27.65,43008.45,43.02830801,34.4331178,15.29451783,64.31651822,35.31036941,68.14460698,56.59414376,0.88291499,0.806558303,0.87243,0.057751838,1.360472115,-2.619449398
553907.3386,5645482.267,27.65,43008.35,43.35557848,36.5247869,16.29451783,67.68370107,37.10857724,68.14460698,56.59414376,0.882919707,0.806500604,0.87218836,0.037852051,1.360472115,-2.619449398
553907.4966,5645482.038,27.65,43008.25,43.63379602,38.32192495,17.19451783,70.77584677,38.70826381,71.15864541,59.17424882,0.89291999,0.806500604,0.872112391,0.017863999,1.339714915,-2.699744353
553907.6681,5645481.789,27.65,43008.16,43.93614227,40.02192495,17.99451783,73.47584677,40.10826381,74.56033344,62.37424882,0.89291999,0.806500604,0.872112391,-0.002136001,1.329647585,-2.789744353
553907.8247,5645481.562,27.65,43008.07,44.21191855,41.42192495,18.49451783,75.77584677,41.50826381,77.76033344,65.37424882,0.89291999,0.796500604,0.872112391,-0.002136001,1.319647585,-2.869744353
553908.0834,5645481.185,27.6515471,43007.92,44.66914354,43.32192495,19.59451783,77.57584677,43.00826381,81.86033344,70.07424882,0.88291999,0.806500604,0.882112391,0.007863999,1.339647585,-2.919744353
553908.2177,5645480.99,27.6565341,43007.83,44.90591662,43.32192495,19.59451783,78.67584677,44.10826381,83.16033344,71.77424882,0.88291999,0.806500604,0.882112391,0.027863999,1.339647585,-2.889744353
553908.4317,5645480.677,27.6643811,43007.72,45.28508017,44.52192495,20.89451783,79.27584677,44.90826381,84.06033344,72.97424882,0.88291999,0.806500604,0.882112391,0.037863999,1.359647585,-2.859744353
553908.5642,5645480.484,27.6744881,43007.62,45.51918538,45.02192495,20.89451783,79.87584677,45.60826381,84.56033344,72.97424882,0.88291999,0.806500604,0.892112391,0.027863999,1.379647585,-2.859744353
553908.7561,5645480.204,27.6862551,43007.52,45.85863436,45.42192495,21.39451783,80.77584677,46.20826381,84.96033344,74.07424882,0.89291999,0.806500604,0.892112391,0.027863999,1.389647585,-2.809744353
553908.9121,5645479.977,27.6990821,43007.42,46.13407038,45.62192495,21.59451783,81.57584677,46.80826381,85.46033344,74.07424882,0.88291999,0.806500604,0.892112391,0.027863999,1.399647585,-2.809744353
553909.0988,5645479.705,27.7229267,43007.31,46.46398081,45.62192495,21.79451783,81.97584677,47.20826381,85.86033344,74.87424882,0.88291999,0.806500604,0.892112391,0.037863999,1.399647585,-2.799744353
553909.2423,5645479.496,27.7330875,43007.21,46.7175025,45.62192495,21.89451783,81.87584677,47.40826381,86.26033344,74.87424882,0.88291999,0.806500604,0.892112391,0.057863999,1.409647585,-2.799744353
553909.4007,5645479.266,27.7436616,43007.11,46.9967704,45.62192495,21.99451783,81.47584677,47.30826381,86.76033344,75.17424882,0.88291999,0.806500604,0.882112391,0.067863999,1.409647585,-2.729744353
553909.5438,5645479.058,27.7574557,43007.03,47.24924141,45.32192495,21.89451783,81.07584677,47.00826381,86.76033344,74.97424882,0.88291999,0.806500604,0.882112391,0.057863999,1.409647585,-2.649744353
553909.6567,5645478.895,27.7574557,43006.96,47.44752255,45.32192495,21.89451783,80.77584677,46.50826381,86.86033344,74.77424882,0.88291999,0.806500604,0.892112391,0.047863999,1.399647585,-2.619744353
553909.835,5645478.636,27.7693987,43006.86,47.76196156,44.92192495,21.69451783,80.57584677,45.90826381,87.06033344,74.67424882,0.88291999,0.806500604,0.892112391,0.037863999,1.389647585,-2.639744353
553909.9988,5645478.399,27.7823217,43006.75,48.05005779,44.62192495,21.29451783,80.17584677,45.30826381,88.16033344,74.07424882,0.88291999,0.806500604,0.892112391,0.037863999,1.379647585,-2.689744353
553910.1782,5645478.138,27.8087077,43006.65,48.36676801,43.92192495,20.99451783,79.57584677,44.80826381,88.66033344,73.27424882,0.88291999,0.806500604,0.882112391,0.047863999,1.399647585,-2.719744353
553910.3425,5645477.9,27.8221288,43006.55,48.6559712,43.32192495,20.29451783,78.77584677,44.10826381,89.06033344,71.57424882,0.89291999,0.806500604,0.882112391,0.057863999,1.399647585,-2.699744353
553910.507,5645477.66,27.8327968,43006.44,48.94693555,42.92192495,19.89451783,78.27584677,43.20826381,89.56033344,71.27424882,0.89291999,0.806500604,0.882112391,0.057863999,1.379647585,-2.679744353
553910.6343,5645477.475,27.8413848,43006.35,49.17150244,42.92192495,19.89451783,78.07584677,42.30826381,89.56033344,71.27424882,0.89291999,0.806500604,0.882112391,0.047863999,1.379647585,-2.679744353
553910.832,5645477.185,27.8472928,43006.24,49.52248006,42.62192495,19.29451783,78.17584677,41.90826381,90.06033344,71.57424882,0.89291999,0.806500604,0.892112391,0.037863999,1.389647585,-2.679744353
553910.9855,5645476.96,27.8498227,43006.14,49.79485343,42.62192495,19.29451783,78.37584677,42.10826381,89.56033344,72.37424882,0.89291999,0.806500604,0.892112391,0.037863999,1.409647585,-2.699744353
553911.1245,5645476.755,27.85,43006.06,50.04253468,42.62192495,19.29451783,78.67584677,42.90826381,89.56033344,73.17424882,0.89291999,0.806500604,0.892112391,0.047863999,1.409647585,-2.729744353
553911.3586,5645476.41,27.85,43005.91,50.4594613,43.22192495,20.29451783,78.77584677,43.90826381,86.86033344,73.07424882,0.88291999,0.806500604,0.882112391,0.057863999,1.409647585,-2.709744353
553911.5221,5645476.168,27.85,43005.81,50.75151652,43.42192495,20.89451783,78.37584677,44.50826381,86.06033344,72.87424882,0.88291999,0.806500604,0.892112391,0.057863999,1.399647585,-2.659744353
553911.6461,5645475.985,27.85,43005.71,50.97257081,43.62192495,20.89451783,77.97584677,44.70826381,85.76033344,72.67424882,0.89291999,0.806500604,0.892112391,0.057863999,1.389647585,-2.639744353
553911.813,5645475.738,27.85,43005.61,51.27067249,44.02192495,21.19451783,78.37584677,44.60826381,85.76033344,72.67424882,0.89291999,0.806500604,0.892112391,0.047863999,1.389647585,-2.639744353
553911.9802,5645475.49,27.85,43005.51,51.56977086,44.52192495,21.09451783,79.37584677,44.50826381,85.86033344,72.57424882,0.89291999,0.806500604,0.892112391,0.037863999,1.389647585,-2.639744353
553912.1199,5645475.284,27.85,43005.41,51.81867263,44.82192495,21.09451783,80.27584677,44.60826381,86.46033344,72.57424882,0.89291999,0.806500604,0.892112391,0.027863999,1.389647585,-2.689744353
553912.2945,5645475.027,27.85,43005.31,52.1293721,44.82192495,20.99451783,80.77584677,44.70826381,87.46033344,72.67424882,0.89291999,0.796500604,0.892112391,0.027863999,1.399647585,-2.759744353
553912.3989,5645474.873,27.85,43005.23,52.31542414,44.62192495,20.99451783,80.87584677,44.50826381,88.56033344,72.57424882,0.89291999,0.796500604,0.892112391,0.017863999,1.409647585,-2.819744353
553912.5038,5645474.719,27.8514014,43005.15,52.5017572,44.02192495,20.89451783,80.37584677,44.10826381,89.46033344,72.07424882,0.89291999,0.796500604,0.892112391,0.027863999,1.409647585,-2.859744353
553912.6458,5645474.51,27.8576874,43005.06,52.75443288,44.02192495,20.69451783,79.67584677,43.10826381,90.16033344,71.07424882,0.89291999,0.806500604,0.892112391,0.037863999,1.419647585,-2.879744353
553912.8268,5645474.245,27.8679334,43004.93,53.0753472,42.42192495,20.19451783,78.97584677,41.60826381,92.86033344,69.77424882,0.89291999,0.806500604,0.892112391,0.047863999,1.419647585,-2.859744353
553913.0017,5645473.989,27.8809394,43004.83,53.38538915,41.72192495,18.69451783,78.47584677,40.00826381,94.66033344,68.77424882,0.89291999,0.806500604,0.902112391,0.047863999,1.399647585,-2.809744353
553913.135,5645473.795,27.8955054,43004.73,53.62077158,41.52192495,17.99451783,78.47584677,38.90826381,94.66033344,68.57424882,0.89291999,0.806500604,0.902112391,0.037863999,1.399647585,-2.779744353
553913.2783,5645473.585,27.9104314,43004.63,53.87500551,41.42192495,17.99451783,79.07584677,38.50826381,96.16033344,68.97424882,0.89291999,0.806500604,0.892112391,0.037863999,1.389647585,-2.789744353
553913.4358,5645473.355,27.9258336,43004.53,54.15376392,41.42192495,17.79451783,79.57584677,38.60826381,97.26033344,69.97424882,0.89291999,0.806500604,0.892112391,0.037863999,1.399647585,-2.789744353
553913.5785,5645473.146,27.9376096,43004.42,54.40683365,41.62192495,18.29451783,79.27584677,39.40826381,97.16033344,71.27424882,0.89291999,0.806500604,0.892112391,0.037863999,1.409647585,-2.799744353
553913.749,5645472.896,27.9460256,43004.32,54.70943942,41.62192495,18.89451783,78.57584677,40.60826381,95.76033344,72.07424882,0.89291999,0.806500604,0.892112391,0.037863999,1.399647585,-2.819744353
553913.8927,5645472.685,27.9495328,43004.22,54.96472493,41.32192495,19.69451783,77.37584677,41.60826381,93.66033344,71.97424882,0.89291999,0.806500604,0.902112391,0.037863999,1.399647585,-2.819744353
553914.005,5645472.521,27.95,43004.12,55.16348933,40.92192495,19.69451783,76.07584677,42.20826381,91.56033344,71.57424882,0.89291999,0.806500604,0.902112391,0.037863999,1.419647585,-2.789744353
553914.1476,5645472.311,27.95,43004.03,55.41732936,40.92192495,20.19451783,75.17584677,42.20826381,89.66033344,71.17424882,0.89291999,0.806500604,0.892112391,0.037863999,1.429647585,-2.789744353
553914.2953,5645472.094,27.95,43003.92,55.67982563,41.32192495,19.99451783,75.17584677,42.00826381,88.06033344,70.67424882,0.89291999,0.796500604,0.882112391,0.027863999,1.429647585,-2.829744353
553914.4656,5645471.844,27.95,43003.82,55.98231875,41.62192495,19.79451783,75.67584677,41.80826381,87.06033344,69.97424882,0.89291999,0.796500604,0.882112391,0.017863999,1.439647585,-2.869744353
553914.5971,5645471.651,27.95,43003.72,56.21585943,41.62192495,19.69451783,76.17584677,41.60826381,86.86033344,69.57424882,0.89291999,0.796500604,0.882112391,0.007863999,1.439647585,-2.899744353
553914.7605,5645471.412,27.95,43003.61,56.50537724,41.42192495,19.59451783,76.27584677,41.50826381,87.16033344,69.47424882,0.89291999,0.806500604,0.892112391,0.017863999,1.419647585,-2.909744353
553914.892,5645471.22,27.95,43003.52,56.73809219,41.12192495,19.39451783,76.17584677,41.20826381,87.66033344,69.37424882,0.89291999,0.806500604,0.892112391,0.047863999,1.419647585,-2.879744353
553914.9986,5645471.065,27.95,43003.44,56.92621067,41.12192495,19.39451783,75.97584677,40.60826381,88.06033344,69.17424882,0.89291999,0.806500604,0.882112391,0.057863999,1.419647585,-2.799744353
553915.1314,5645470.873,27.95,43003.34,57.15966268,40.82192495,19.09451783,75.67584677,39.80826381,88.46033344,69.07424882,0.89291999,0.806500604,0.882112391,0.067863999,1.429647585,-2.699744353
553915.3109,5645470.615,27.95,43003.24,57.47396229,40.52192495,18.79451783,75.47584677,39.30826381,89.66033344,69.07424882,0.89291999,0.806500604,0.882112391,0.057863999,1.389647585,-2.619744353
553915.45,5645470.415,27.95,43003.14,57.71757841,40.32192495,18.39451783,75.57584677,38.90826381,89.66033344,68.67424882,0.89291999,0.806500604,0.892112391,0.057863999,1.389647585,-2.609744353
553915.5715,5645470.242,27.9522842,43003.05,57.92898146,40.02192495,18.19451783,75.57584677,38.70826381,90.16033344,68.27424882,0.89291999,0.806500604,0.892112391,0.057863999,1.389647585,-2.649744353
553915.7691,5645469.961,27.9594582,43002.93,58.27250258,39.82192495,18.29451783,75.17584677,38.60826381,90.16033344,67.77424882,0.89291999,0.806500604,0.892112391,0.057863999,1.459647585,-2.669744353
553915.9079,5645469.765,27.9703522,43002.83,58.51267218,39.72192495,18.39451783,74.57584677,38.50826381,90.16033344,67.37424882,0.89291999,0.806500604,0.902112391,0.057863999,1.459647585,-2.669744353
553916.093,5645469.503,27.9852,43002.73,58.83346185,39.72192495,18.29451783,74.37584677,38.40826381,89.36033344,67.17424882,0.89291999,0.796500604,0.902112391,0.057863999,1.459647585,-2.659744353
553916.214,5645469.332,27.9852,43002.63,59.04294216,39.72192495,18.29451783,74.57584677,38.50826381,89.36033344,67.17424882,0.89291999,0.796500604,0.902112391,0.047863999,1.459647585,-2.659744353
553916.369,5645469.114,28,43002.53,59.31042861,40.12192495,18.29451783,75.07584677,38.90826381,89.26033344,67.27424882,0.89291999,0.796500604,0.892112391,0.037863999,1.449647585,-2.699744353
553916.5555,5645468.85,28.0148,43002.43,59.63365956,40.62192495,18.59451783,75.57584677,39.50826381,88.36033344,67.67424882,0.89291999,0.796500604,0.892112391,0.027863999,1.399647585,-2.759744353
553916.7133,5645468.627,28.0284,43002.32,59.90684419,41.12192495,18.99451783,75.77584677,40.30826381,87.86033344,68.67424882,0.89291999,0.796500604,0.902112391,0.027863999,1.399647585,-2.849744353
553916.8819,5645468.388,28.0396,43002.22,60.19932831,41.52192495,19.39451783,75.97584677,41.00826381,87.76033344,68.67424882,0.89291999,0.796500604,0.902112391,0.037863999,1.419647585,-2.849744353
553917.0219,5645468.189,28.0466362,43002.12,60.44264086,41.82192495,19.69451783,76.27584677,41.40826381,87.96033344,68.97424882,0.89291999,0.796500604,0.902112391,0.027863999,1.429647585,-2.829744353
553917.136,5645468.026,28.0489632,43002.04,60.64160772,42.12192495,19.69451783,76.77584677,41.60826381,87.96033344,69.17424882,0.89291999,0.796500604,0.902112391,0.017863999,1.429647585,-2.799744353
553917.3131,5645467.773,28.05,43001.92,60.95043358,42.32192495,19.59451783,77.57584677,41.70826381,88.46033344,69.67424882,0.89291999,0.796500604,0.902112391,0.007863999,1.429647585,-2.809744353
553917.4895,5645467.521,28.05,43001.82,61.25803878,42.52192495,19.39451783,78.27584677,41.70826381,89.16033344,70.27424882,0.89291999,0.796500604,0.902112391,0.007863999,1.439647585,-2.849744353
553917.5902,5645467.376,28.05,43001.75,61.43457628,42.52192495,19.39451783,78.67584677,41.80826381,89.96033344,70.97424882,0.89291999,0.796500604,0.892112391,0.017863999,1.449647585,-2.889744353
553917.7728,5645467.114,28.05,43001.64,61.75392994,42.92181787,19.29451783,79.0755315,42.00826381,90.76074858,71.37424882,0.892919433,0.796500604,0.892106512,0.027868361,1.449634682,-2.899766828
553917.9301,5645466.887,28.05,43001.54,62.03010432,42.92163516,19.49451783,79.27540785,42.50826112,90.9614504,71.57424882,0.892918444,0.796500604,0.902103807,0.017870742,1.459612359,-2.879778006
553918.0815,5645466.669,28.05,43001.44,62.2955209,42.92163516,19.79451783,79.07540785,42.90826112,90.9614504,71.67424882,0.892918444,0.796500604,0.902103807,0.017870742,1.459612359,-2.859778006
553918.2795,5645466.382,28.05,43001.34,62.6441941,42.62163516,20.19451783,78.67540785,43.10826112,90.1614504,71.67424882,0.892918444,0.796500604,0.902103807,0.017870742,1.439612359,-2.829778006
553918.4476,5645466.137,28.05,43001.23,62.941318,42.72163516,20.19451783,78.57540785,42.90826112,90.0614504,71.47424882,0.882918444,0.796500604,0.902103807,0.017870742,1.429612359,-2.829778006
553918.6164,5645465.891,28.05,43001.14,63.2396625,42.92163516,20.09451783,78.57540785,42.70826112,89.8614504,70.97424882,0.882918444,0.796500604,0.902103807,0.027870742,1.429612359,-2.849778006
553918.7915,5645465.635,28.05,43001.04,63.54981731,42.92163516,19.99451783,78.47540785,42.50826112,89.8614504,70.37424882,0.882918444,0.796500604,0.902103807,0.027870742,1.449612359,-2.859778006
553918.9838,5645465.352,28.0515471,43000.91,63.89196975,42.92163516,19.99451783,78.37540785,42.30826112,90.1614504,69.57424882,0.882918444,0.796500604,0.892103807,0.027870742,1.469612359,-2.769778006
553919.1787,5645465.065,28.0643811,43000.81,64.23889195,42.92163516,19.99451783,78.07540785,42.10826112,90.5614504,69.27424882,0.882918444,0.806500604,0.892103807,0.047870742,1.469612359,-2.719778006
553919.3433,5645464.821,28.0744881,43000.71,64.53322027,42.92163516,19.99451783,78.07540785,41.70826112,90.6614504,69.27424882,0.892918444,0.806500604,0.892103807,0.047870742,1.459612359,-2.719778006
553919.5228,5645464.554,28.0862551,43000.6,64.8549488,43.02163516,19.99451783,78.37540785,41.50826112,90.6614504,69.37424882,0.892918444,0.796500604,0.892103807,0.037870742,1.459612359,-2.699778006
553919.6774,5645464.322,28.1057056,43000.5,65.13374113,43.22163516,19.99451783,78.77540785,41.90826112,90.6614504,69.37424882,0.892918444,0.796500604,0.892103807,0.007870742,1.469612359,-2.699778006
553919.8334,5645464.088,28.1203125,43000.4,65.41497412,43.12163516,19.99451783,78.77540785,42.40826112,90.7614504,69.67424882,0.882918444,0.796500604,0.902103807,-0.002129258,1.469612359,-2.779778006
553920.0127,5645463.817,28.1343144,43000.3,65.73991949,42.72163516,19.79451783,78.37540785,42.40826112,90.7614504,69.77424882,0.882918444,0.796500604,0.902103807,-0.002129258,1.479612359,-2.889778006
553920.1628,5645463.59,28.1447625,43000.2,66.01205734,42.22163516,19.29451783,78.07540785,41.70826112,90.9614504,69.57424882,0.882918444,0.806500604,0.912103807,0.027870742,1.489612359,-2.939778006
553920.3234,5645463.345,28.1574557,43000.11,66.30500334,41.82163516,18.79451783,77.67540785,40.70826112,91.9614504,68.77424882,0.882918444,0.806500604,0.912103807,0.057870742,1.479612359,-2.709778006
553920.3887,5645463.245,28.1693987,43000.06,66.42443571,41.42163516,18.79451783,77.57540785,39.40826112,91.9614504,68.77424882,0.892918444,0.806500604,0.902103807,0.087870742,1.479612359,-2.709778006
553920.5926,5645462.932,28.1823217,42999.93,66.79799188,41.12163516,18.29451783,77.87540785,38.40826112,95.2614504,68.47424882,0.892918444,0.806500604,0.902103807,0.097870742,1.459612359,-2.549778006
553920.723,5645462.73,28.1969528,42999.83,67.03842515,41.42163516,17.59451783,78.67540785,38.10826112,96.7614504,68.27424882,0.882918444,0.806500604,0.892103807,0.067870742,1.479612359,-2.469778006
553920.8901,5645462.472,28.2221288,42999.73,67.34581157,41.72163516,17.09451783,79.37540785,38.10826112,97.9614504,68.17424882,0.882918444,0.806500604,0.892103807,0.037870742,1.479612359,-2.499778006
553921.0444,5645462.232,28.2327968,42999.63,67.6311333,41.72163516,16.89451783,79.77540785,38.00826112,99.1614504,68.47424882,0.882918444,0.806500604,0.892103807,0.047870742,1.479612359,-2.629778006
553921.1664,5645462.042,28.2413848,42999.53,67.85692967,41.82163516,16.99451783,79.97540785,38.00826112,99.1614504,69.27424882,0.892918444,0.806500604,0.902103807,0.077870742,1.479612359,-2.709778006
553921.3236,5645461.797,28.2472928,42999.43,68.1480256,42.12163516,17.39451783,80.37540785,38.20826112,100.1614504,70.57424882,0.892918444,0.816500604,0.902103807,0.107870742,1.469612359,-2.659778006
553921.46,5645461.583,28.2496864,42999.32,68.40179904,42.92163516,17.69451783,81.37540785,38.90826112,100.7614504,72.27424882,0.892918444,0.806500604,0.912103807,0.097870742,1.459612359,-2.539778006
553921.5763,5645461.401,28.25,42999.22,68.61778443,44.02163516,18.39451783,82.77540785,40.30826112,100.6614504,73.97424882,0.892918444,0.796500604,0.912103807,0.047870742,1.459612359,-2.499778006
553921.7318,5645461.157,28.25,42999.12,68.90712204,45.12163516,19.59451783,83.97540785,42.30826112,99.8614504,75.27424882,0.892918444,0.786500604,0.912103807,-0.002129258,1.469612359,-2.639778006
