,x,y,EC_0.60,EC_1.00,EC_end
14951,107749.576,183313.488,49.585412459068806,57.24944923881965,62.86973244368824
14952,107749.406,183313.739,50.30247458547229,57.948928679582124,63.58290956688877
14953,107749.236,183313.99,50.733560790434694,58.376537972841085,63.97921876488637
14954,107749.097,183314.196,50.89951229236777,58.65232734200038,64.32667074135188
14955,107748.936,183314.433,50.927011461806,59.012880152990405,65.0091480656283
14956,107748.785,183314.655,50.99890683553322,59.13785356522319,65.18536615096025
14957,107748.649,183314.856,50.91645358557666,59.125490462514726,65.22622261683588
14958,107748.482,183315.102,50.75668345007331,59.0168477878025,65.1536932639873
14959,107748.338,183315.314,50.5695722508478,58.87381910959937,65.05204686446108
14960,107748.149,183315.591,50.4991111883854,59.13089054945937,65.59564093473527
14961,107748.002,183315.807,50.42242373897939,59.60515287238312,66.61816847822901
14962,107747.83,183316.059,50.157849179311775,60.04076350755207,67.74722119492199
14963,107747.64,183316.337,49.77408110872286,60.05146063883397,68.18321031344631
14964,107747.488,183316.558,49.48678801078701,59.908166685897505,68.19620701500764
14965,107747.304,183316.828,48.954823014420654,59.3147950074403,67.62546462744464
14966,107747.148,183317.055,48.313076742432,58.495002490658536,66.75474976155627
14967,107746.964,183317.324,48.26741842596973,58.00502325415259,65.82251653015844
14968,107746.789,183317.58,48.03055078158158,57.24004220395133,64.57947803753483
14969,107746.584,183317.879,47.706242129879904,56.428183825301765,63.32470966877047
14970,107746.405,183318.142,46.97285038688309,55.34759492008204,61.969328543556756
14971,107746.276,183318.331,46.60803720933217,54.469479126685854,60.64190846936053
14972,107746.051,183318.662,45.55418083040431,53.12271069661497,58.944725920705544
14973,107745.932,183318.837,45.02955593672526,52.58482525024894,58.45795667769412
14974,107745.808,183319.02,44.03934706569568,52.01288102309087,58.257595244447856
14975,107745.629,183319.285,42.715816494042365,51.50926203987323,58.51834321864279
14976,107745.459,183319.537,41.83804155296542,51.37980212016474,59.171652821724905
14977,107745.297,183319.777,41.004591807678715,51.448348431973734,60.15696230422198
14978,107745.091,183320.082,40.36518426976886,51.56566012462974,61.047895315640055
14979,107744.932,183320.319,40.141063677471735,51.68672936648785,61.55508634329299
14980,107744.711,183320.645,40.44761354037226,51.81745445478732,61.525916144095824
14981,107744.563,183320.864,40.92388619263808,52.11508307014778,61.65250402869563
14982,107744.358,183321.166,42.70028019868534,52.692729505062566,61.1065865877655
14983,107744.201,183321.397,43.92008279808663,52.40273225776188,59.358257053949174
14984,107744.024,183321.656,45.53226987351413,53.14458262574845,59.156477770922066
14985,107743.851,183321.911,46.672821426129474,53.94582341089584,59.521292414902526
14986,107743.693,183322.142,47.69156517286004,54.541688946740216,59.63174807174479
14987,107743.502,183322.421,48.52078241304768,55.13029626104255,59.96833348626988
14988,107743.332,183322.67,48.88045938574995,55.49244803053859,60.310182153315345
14989,107743.174,183322.902,48.9732098333711,55.8007975604901,60.838096701691185
14990,107742.97,183323.203,49.19376970318891,56.1061840913124,61.20716658593777
14991,107742.878,183323.339,49.35338907354146,56.30372230410119,61.40542748859596
14992,107742.713,183323.582,49.388209416324216,56.4468697061528,61.64707218614101
14993,107742.514,183323.879,49.21522258666665,56.564269628810464,62.016103563298664
14994,107742.367,183324.098,49.056866872760736,56.7456594511472,62.54487224994861
14995,107742.227,183324.309,49.128382661445514,56.94083889397769,62.8683439000643
14996,107742.031,183324.602,49.203006312039285,56.859895874246426,62.70908835215798
14997,107741.924,183324.764,49.32373562276671,56.73433648706401,62.3504073673107
14998,107741.746,183325.033,49.50108848967904,56.641359782868946,62.055685392305236
14999,107741.593,183325.263,49.43562207786187,56.543374442873805,61.94527025841674
15000,107741.399,183325.556,49.38147334453223,56.28484287010697,61.52687320065299
15001,107741.235,183325.803,49.263054358686894,56.12430624896466,61.33537883532192
15002,107741.106,183325.998,49.07548754831577,55.98644622521933,61.23677468529897
15003,107740.977,183326.193,49.03526080789548,55.86373650649368,61.03471722925833
15004,107740.836,183326.404,48.726322277366926,55.64003782885365,60.863021071699244
15005,107740.684,183326.632,48.3831018053011,55.46244769562846,60.8249876379877
15006,107740.552,183326.83,48.049208689905086,55.306026931324396,60.82501874208019
15007,107740.364,183327.11,47.77218680499844,55.16980257948763,60.82215706756343
15008,107740.276,183327.243,47.645195436010994,55.034182263089136,60.70390551062666
15009,107740.105,183327.497,47.43377611961663,54.93260084905099,60.69639950223116
15010,107739.967,183327.704,47.167699329530365,54.78445483528291,60.64094662542512
15011,107739.837,183327.898,47.14884138980238,54.70821621822955,60.51232638961839
15012,107739.708,183328.091,47.29299098635675,54.7413566982374,60.452920119653214
15013,107739.551,183328.325,47.45153591883327,54.917025808504505,60.63397990091269
15014,107739.419,183328.522,47.30031619089078,54.96456111546037,60.80177649174533
15015,107739.23,183328.804,47.17016776280874,55.15978861527562,61.29309169051954
15016,107739.098,183329.001,47.418645529870304,55.31976658214589,61.40663756143152
15017,107738.924,183329.26,47.916769937300074,55.43336953722379,61.18063546940095
15018,107738.795,183329.454,48.245517513488906,55.4667848855715,60.93315784826832
15019,107738.66,183329.655,48.33926935075672,55.48432847813836,60.881399405690885
15020,107738.46,183329.954,48.76106978570644,55.492950543273714,60.491166414098984
15021,107738.365,183330.095,49.01954386670637,55.70135291952648,60.63170946507601
15022,107738.172,183330.385,49.60397082695581,55.904744762853916,60.4824989042158
15023,107738.041,183330.582,49.74080716067144,55.960566177366225,60.43491035028887
15024,107737.888,183330.813,49.51152529525336,55.80982739560151,60.34623322125841
15025,107737.776,183330.982,49.198338445378766,55.58736086727442,60.200473881312405
15026,107737.669,183331.143,49.68841174706672,55.750984989597356,60.093132989794604
15027,107737.534,183331.346,50.686302337652734,56.32613434725387,60.323118675008004
15028,107737.375,183331.584,51.13559864000713,56.654234390900335,60.54517680281376
15029,107737.201,183331.84,51.05075443127369,56.54667924151594,60.40994988363115
15030,107737.023,183332.101,51.030077341343336,56.15334633619256,59.64776256174862
15031,107736.888,183332.297,50.9341628904923,56.0646435874054,59.578447814760395
15032,107736.747,183332.499,50.77556317915897,55.89419147660412,59.42759207506854
15033,107736.593,183332.72,50.66129468160501,55.62832596460228,59.04138598915767
15034,107736.454,183332.917,50.62084211240507,55.26139932401963,58.37219987003103
15035,107736.323,183333.1,50.43780417638003,54.86946912716746,57.80782825127747
15036,107736.223,183333.237,50.1159822197566,54.521411997910576,57.43533216271602
15037,107736.128,183333.365,49.65109203181405,54.177105405945206,57.180071500618574
15038,107735.984,183333.556,48.82230032970226,53.515222368663416,56.725216583048066
15039,107735.883,183333.685,48.1786597402965,53.09154956998985,56.50451663783859
15040,107735.747,183333.852,47.61828051600626,52.787078667659024,56.43064334211818
15041,107735.643,183333.973,47.01841434643704,52.47390326563373,56.39086315302992
15042,107735.542,183334.085,46.25881977592471,52.08634539914859,56.35094397576446
